Timestamp,PredictedEmotion
1707875801,Neutral
1707875801,Neutral
1707875801,Neutral
1707875801,Neutral
1707875801,Neutral
1707875801,Neutral
1707875801,Neutral
1707875801,Neutral
1707875801,Neutral
1707875802,Neutral
1707875802,Neutral
1707875802,Neutral
1707875802,Neutral
1707875802,Neutral
1707875802,Neutral
1707875802,Neutral
1707875802,Neutral
1707875802,Neutral
1707875802,Neutral
1707875803,Neutral
1707875803,Relaxed
1707875803,Shocked
1707875803,Neutral
1707875803,Relaxed
1707875803,Relaxed
1707875803,Relaxed
1707875803,Broked
1707875803,Relaxed
1707875803,Relaxed
1707875803,Neutral
1707875804,Relaxed
1707875804,Relaxed
1707875804,Relaxed
1707875804,Relaxed
1707875804,Broked
1707875804,Relaxed
1707875804,Relaxed
1707875804,Neutral
1707875804,Neutral
1707875804,Neutral
1707875804,Neutral
1707875805,Relaxed
1707875805,Neutral
1707875805,Neutral
1707875805,Relaxed
1707875805,Neutral
1707875805,Relaxed
1707875805,Relaxed
1707875805,Neutral
1707875805,Neutral
1707875805,Neutral
1707875805,Neutral
1707875806,Neutral
1707875806,Neutral
1707875806,Neutral
1707875806,Anxious
1707875806,Anxious
1707875806,Anxious
1707875806,Shocked
1707875806,Shocked
1707875806,Shocked
1707875806,Shocked
1707875806,Shocked
1707875807,Shocked
1707875807,Shocked
1707875807,Shocked
1707875807,Shocked
1707875807,Shocked
1707875807,Shocked
1707875807,Shocked
1707875807,Shocked
1707875807,Shocked
1707875807,Shocked
1707875807,Shocked
1707875807,Shocked
1707875807,Shocked
1707875808,Shocked
1707875808,Shocked
1707875808,Shocked
1707875808,Shocked
1707875808,Shocked
1707875808,Shocked
1707875808,Shocked
1707875808,Shocked
1707875808,Shocked
1707875808,Shocked
1707875808,Shocked
1707875808,Shocked
1707875809,Shocked
1707875809,Shocked
1707875809,Shocked
1707875809,Shocked
1707875809,Shocked
1707875809,Shocked
1707875809,Shocked
1707875809,Shocked
1707875809,Shocked
1707875809,Shocked
1707875809,Shocked
1707875809,Shocked
1707875810,Shocked
1707875810,Relaxed
1707875810,Relaxed
1707875810,Bursted
1707875810,Bursted
1707875810,Bursted
1707875810,Bursted
1707875810,Broked
1707875810,Bursted
1707875810,Bursted
1707875810,Bursted
1707875810,Bursted
1707875810,Bursted
1707875811,Bursted
1707875811,Bursted
1707875811,Bursted
1707875811,Bursted
1707875811,Bursted
1707875811,Bursted
1707875811,Bursted
1707875811,Bursted
1707875811,Bursted
1707875811,Bursted
1707875811,Bursted
1707875811,Bursted
1707875812,Bursted
1707875812,Bursted
1707875812,Bursted
1707875812,Neutral
1707875812,Neutral
1707875812,Broked
1707875812,Broked
1707875812,Neutral
1707875812,Broked
1707875812,Broked
1707875812,Broked
1707875812,Broked
1707875812,Broked
1707875813,Broked
1707875813,Broked
1707875813,Broked
1707875813,Broked
1707875813,Broked
1707875813,Neutral
1707875813,Broked
1707875813,Broked
1707875813,Broked
1707875813,Broked
1707875813,Broked
1707875813,Broked
1707875814,Neutral
1707875814,Broked
1707875814,Broked
1707875814,Broked
1707875814,Broked
1707875814,Broked
1707875814,Broked
1707875814,Broked
1707875814,Broked
1707875814,Broked
1707875814,Broked
1707875814,Broked
1707875815,Neutral
1707875815,Broked
1707875815,Neutral
1707875815,Broked
1707875815,Broked
1707875815,Broked
1707875815,Broked
1707875815,Broked
1707875815,Broked
1707875815,Broked
1707875815,Broked
1707875815,Broked
1707875815,Bursted
1707875816,Bursted
1707875816,Bursted
1707875816,Bursted
1707875816,Bursted
1707875816,Bursted
1707875816,Bursted
1707875816,Bursted
1707875816,Bursted
1707875816,Bursted
1707875816,Bursted
1707875816,Bursted
1707875816,Bursted
1707875817,Bursted
1707875817,Bursted
1707875817,Bursted
1707875817,Bursted
1707875817,Bursted
1707875817,Anxious
1707875817,Anxious
1707875817,Bursted
1707875817,Bursted
1707875817,Bursted
1707875817,Bursted
1707875817,Bursted
1707875818,Bursted
1707875818,Bursted
1707875818,Bursted
1707875818,Bursted
1707875818,Bursted
1707875818,Bursted
1707875818,Bursted
1707875818,Bursted
1707875818,Bursted
1707875818,Bursted
1707875818,Bursted
1707875818,Bursted
1707875819,Bursted
1707875819,Bursted
1707875819,Bursted
1707875819,Anxious
1707875819,Bursted
1707875819,Bursted
1707875819,Bursted
1707875819,Bursted
1707875819,Bursted
1707875819,Bursted
1707875819,Bursted
1707875819,Bursted
1707875820,Bursted
1707875820,Bursted
1707875820,Bursted
1707875820,Bursted
1707875820,Bursted
1707875820,Bursted
1707875820,Bursted
1707875820,Bursted
1707875820,Broked
1707875820,Broked
1707875820,Broked
1707875820,Broked
1707875821,Broked
1707875821,Neutral
1707875821,Neutral
1707875821,Neutral
1707875821,Neutral
